Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,405,S.Armstrong,4.7,4.7,Southampton,40,1.87,39,1.45,38,1.86,38,1.48,40,1.78,37,1.81,41,1.57,40,1.64
M,406,Elyounoussi,5.1,5.1,Southampton,54,2.68,55,1.99,53,2.76,51,1.95,51,2.41,53,2.75,51,2.00,52,2.22
M,407,Ward-Prowse,6.3,6.3,Southampton,88,3.57,86,2.46,84,3.68,84,2.55,83,3.23,81,3.46,80,2.54,82,2.84
F,408,A.Armstrong,5.3,5.3,Southampton,17,1.02,20,0.94,22,1.34,20,0.94,22,1.18,22,1.30,24,1.12,21,1.08
D,409,Walker-Peters,4.4,4.4,Southampton,81,2.96,80,1.26,75,2.86,74,1.39,74,2.51,71,2.60,70,1.29,69,1.54
D,410,Bednarek,4.2,4.2,Southampton,84,2.98,82,1.29,77,2.85,76,1.40,75,2.48,77,2.69,73,1.34,74,1.52
F,411,Adams,6.1,6.1,Southampton,8,0.43,28,1.09,49,2.54,58,2.14,64,2.91,59,2.98,61,2.33,58,2.46
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,10,0.34,8,0.18,3,0.14,4,0.10,4,0.15,3,0.12,4,0.10,4,0.10
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,23,0.94,17,0.65,14,0.58,19,0.72,17,0.72,20,0.83,21,0.80,19,0.74
D,417,Perraud,4.1,4.1,Southampton,66,2.84,69,1.23,63,2.83,58,1.33,58,2.30,57,2.49,58,1.30,56,1.51
M,418,Djenepo,5.0,5.0,Southampton,4,0.31,8,0.39,5,0.34,5,0.30,6,0.38,6,0.40,8,0.40,7,0.39
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,0,0.01,1,0.02,5,0.16,13,0.48,14,0.32,14,0.37
D,420,Salisu,4.3,4.3,Southampton,4,0.14,7,0.13,15,0.56,16,0.32,21,0.70,20,0.74,22,0.41,24,0.53
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,88,3.58,87,3.05,85,3.49,86,3.00,81,3.20,80,3.25,83,2.90,82,2.90
D,423,Bella-Kotchap,4.5,4.5,Southampton,49,1.97,81,1.31,79,3.13,79,1.51,75,2.67,76,2.92,75,1.42,74,1.69
G,424,Caballero,3.9,3.9,Southampton,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,1,0.02
G,425,Lloris,5.4,5.4,Spurs,89,4.05,88,3.29,88,3.38,86,3.13,86,3.99,86,3.41,86,3.75,85,3.43
G,426,Forster,3.9,3.9,Spurs,1,0.03,2,0.08,2,0.08,4,0.14,3,0.16,4,0.16,4,0.16,5,0.18
F,427,Kane,11.7,11.7,Spurs,85,6.76,84,4.20,82,5.02,79,4.21,79,5.64,77,4.68,77,5.43,79,5.23
M,428,Son,11.6,11.6,Spurs,72,5.25,70,3.30,70,3.92,68,3.38,67,4.55,68,3.91,69,4.62,67,4.17
D,429,Doherty,4.6,4.6,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,430,Dier,5.1,5.1,Spurs,86,3.90,81,2.14,78,2.34,79,1.79,77,3.54,77,2.54,78,3.23,77,2.69
M,431,Lucas Moura,5.8,5.8,Spurs,0,0.00,0,0.00,19,1.04,17,0.88,16,1.01,14,0.81,13,0.85,9,0.57
D,432,Davies,4.8,4.8,Spurs,0,0.00,4,0.12,18,0.63,28,0.75,44,2.19,56,1.96,52,2.29,50,1.89
M,433,Højbjerg,5.4,5.4,Spurs,86,3.14,82,2.34,83,2.54,80,2.28,79,2.84,79,2.48,76,2.66,79,2.60
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.2,4.2,Spurs,23,1.12,28,0.85,25,0.86,24,0.66,21,1.01,17,0.58,14,0.59,15,0.55
D,436,R.Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,7,0.33,15,0.54,27,1.55,42,1.90,45,2.48,42,2.04
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.8,3.8,Spurs,17,0.80,20,0.63,14,0.48,13,0.38,10,0.44,6,0.23,7,0.29,6,0.20
M,440,Bentancur,5.3,5.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,441,Skipp,4.3,4.3,Spurs,71,2.29,69,1.87,65,1.86,60,1.62,55,1.79,44,1.34,43,1.42,42,1.33
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,85,3.58,84,1.95,80,2.15,80,1.59,78,3.31,78,2.34,79,3.04,80,2.56
M,444,Bissouma,4.7,4.7,Spurs,0,0.00,0,0.00,7,0.26,16,0.52,30,1.12,48,1.57,52,1.84,53,1.78
D,445,Emerson Royal,4.8,4.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.28,20,1.06,42,1.83
M,446,Kulusevski,7.8,7.8,Spurs,59,3.29,59,2.29,56,2.50,58,2.34,58,3.09,58,2.64,54,2.81,56,2.74
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.3,5.3,Spurs,76,5.02,74,2.73,66,2.98,61,2.15,51,3.31,42,2.06,38,2.30,36,1.94
M,449,White,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.2,4.2,Spurs,24,1.22,26,1.03,21,0.91,20,0.84,14,0.70,9,0.43,9,0.45,9,0.42
G,451,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,452,Devine,4.3,4.3,Spurs,0,0.03,1,0.07,1,0.06,1,0.05,1,0.06,0,0.01,1,0.04,0,0.01
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,41,2.57,45,2.02,45,2.32,46,2.15,47,2.73,46,2.38,46,2.66,46,2.54
G,455,Fabianski,4.9,4.9,West Ham,88,3.21,88,3.67,86,3.23,87,6.73,85,3.18,86,3.37,86,3.68,86,3.42
D,456,Ogbonna,4.4,4.4,West Ham,53,1.21,52,1.81,53,1.41,52,2.67,53,1.40,53,1.61,56,2.16,55,1.73
D,457,Cresswell,4.7,4.7,West Ham,32,0.89,35,1.46,34,1.09,33,2.00,34,1.08,35,1.28,37,1.69,34,1.31
F,458,Antonio,7.0,7.0,West Ham,38,1.64,34,1.75,30,1.51,29,2.70,26,1.30,25,1.26,27,1.60,27,1.47
D,459,Dawson,4.8,4.8,Wolves,84,3.26,83,2.70,79,3.53,79,1.82,78,2.97,76,1.54,75,3.26,76,1.34
M,460,Lanzini,5.0,5.0,West Ham,4,0.24,6,0.35,7,0.38,8,0.78,6,0.35,8,0.42,9,0.50,9,0.49
D,461,Zouma,4.4,4.4,West Ham,84,1.94,82,2.96,81,2.21,78,4.12,76,2.11,76,2.41,76,3.08,74,2.44
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.0,4.0,West Ham,52,1.27,57,2.10,63,1.76,66,3.56,65,1.82,66,2.10,64,2.60,63,2.12
M,464,Benrahma,5.5,5.5,West Ham,55,2.45,56,3.06,53,2.67,54,4.88,52,2.58,50,2.51,50,3.07,51,2.77
M,465,Bowen,8.0,8.0,West Ham,82,3.10,78,3.68,77,3.29,74,5.81,76,3.20,73,3.12,71,3.78,69,3.24
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.7,4.7,West Ham,86,2.30,83,2.55,79,2.27,77,4.29,76,2.19,77,2.25,74,2.47,77,2.32
M,468,Soucek,5.0,5.0,West Ham,73,2.31,73,2.69,73,2.48,71,4.57,70,2.37,68,2.34,69,2.76,68,2.46
M,469,Fornals,4.9,4.9,West Ham,29,1.26,28,1.36,32,1.44,33,2.72,32,1.40,34,1.49,34,1.70,35,1.60
D,470,Diop,4.3,4.3,Fulham,61,1.81,60,2.05,58,1.46,58,2.00,57,2.00,58,1.92,56,2.17,56,0.95
D,471,Johnson,4.4,4.4,West Ham,8,0.19,11,0.38,11,0.31,12,0.67,13,0.37,14,0.46,13,0.50,16,0.55
D,472,Aguerd,4.8,4.8,West Ham,55,1.28,54,1.98,51,1.41,53,2.85,54,1.49,53,1.66,51,2.07,53,1.76
G,473,Areola,4.3,4.3,West Ham,2,0.07,2,0.08,3,0.13,3,0.22,5,0.18,3,0.13,4,0.16,4,0.15
D,474,Boly,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.10
D,475,Coady,4.8,4.8,Everton,7,0.27,14,0.49,14,0.41,18,0.57,19,0.45,19,0.44,0,0.00,20,0.83
F,476,Jiménez,6.6,6.6,Wolves,18,1.15,18,1.16,18,1.21,19,1.03,23,1.45,23,1.14,22,1.37,22,1.05
D,477,Jonny,4.3,4.3,Wolves,0,0.00,73,2.48,73,3.29,71,1.72,70,2.73,68,1.45,70,3.10,64,1.23
G,478,Sá,5.0,5.0,Wolves,89,3.83,88,3.51,87,3.93,86,3.15,85,3.59,86,3.08,85,3.85,85,3.04
M,479,Dendoncker,4.7,4.7,Aston Villa,34,1.21,35,1.23,29,1.17,23,0.79,16,0.64,13,0.53,12,0.46,15,0.57
M,480,Neves,5.2,5.2,Wolves,0,0.00,82,2.89,79,3.02,79,2.37,79,2.88,79,2.31,77,2.85,76,2.10
M,481,Hwang,5.7,5.7,Wolves,28,1.56,26,1.38,27,1.51,29,1.31,28,1.50,28,1.25,30,1.60,30,1.25
D,482,Semedo,5.0,5.0,Wolves,84,3.12,62,2.04,49,2.15,67,1.57,74,2.73,74,1.46,72,3.04,72,1.32
M,483,Podence,5.2,5.2,Wolves,56,2.78,49,2.35,48,2.48,46,1.92,45,2.29,48,1.94,48,2.41,47,1.78
D,484,Kilman,4.3,4.3,Wolves,85,3.09,81,2.48,79,3.27,76,1.66,77,2.73,76,1.43,77,3.14,75,1.27
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,37,2.01,31,1.65,32,1.81,32,1.45,33,1.79,32,1.40,33,1.79,34,1.40
D,487,Aït-Nouri,4.2,4.2,Wolves,5,0.22,2,0.09,3,0.14,4,0.12,3,0.11,3,0.10,4,0.18,4,0.11
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.8,3.8,Wolves,49,1.88,14,0.46,18,0.80,16,0.39,17,0.63,18,0.40,17,0.70,21,0.42
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.4,5.4,Wolves,44,2.15,40,1.89,37,1.88,37,1.58,41,2.01,37,1.54,39,1.95,36,1.44
G,492,Šarkić,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,83,3.18,78,2.64,78,2.97,75,2.84,77,3.69,77,2.57,75,2.58,74,2.89
D,494,Mosquera,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.02,0,0.01,0,0.01,1,0.03,0,0.02
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.8,3.8,Liverpool,0,0.00,0,0.00,1,0.02,1,0.09,2,0.08,1,0.07,1,0.06,1,0.06
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.01,0,0.02,1,0.03,0,0.00,0,0.01,0,0.01
M,503,Moutinho,4.6,4.6,Wolves,37,1.66,25,1.20,24,1.21,28,1.19,25,1.21,27,1.12,28,1.33,29,1.13
D,504,Malacia,4.2,4.2,Man Utd,74,3.42,0,0.00,42,1.47,30,2.46,17,0.72,19,0.94,19,1.60,19,0.95
M,505,Rothwell,4.9,4.9,Bournemouth,38,1.50,36,1.61,38,1.65,37,1.72,39,1.58,37,1.54,37,1.47,36,1.48
M,506,Adams,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,0.34
D,507,Niakhaté,4.3,4.3,Nott'm Forest,64,1.41,78,1.24,75,1.72,74,1.77,73,2.77,70,1.28,73,1.27,70,1.98
M,508,Sinisterra,6.5,6.5,Leeds,67,2.96,67,3.22,63,3.57,64,3.15,61,2.21,62,2.73,61,2.79,61,2.94
M,509,Downes,4.2,4.2,West Ham,10,0.41,12,0.52,14,0.56,16,1.24,16,0.63,19,0.75,18,0.77,16,0.65
D,510,Hickey,4.9,4.9,Brentford,77,2.73,77,2.90,72,1.84,68,3.23,70,1.47,67,2.75,62,1.65,62,1.47
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,1,0.02,1,0.03,2,0.09,4,0.10,3,0.09,4,0.13
M,512,Aribo,5.0,5.0,Southampton,1,0.06,2,0.11,3,0.17,3,0.16,3,0.18,4,0.21,3,0.16,4,0.23
D,513,Lenglet,4.8,4.8,Spurs,73,3.27,69,1.77,67,1.94,60,1.35,55,2.46,48,1.55,49,1.98,51,1.75
M,514,C.Doucouré,5.0,5.0,Crystal Palace,82,2.53,80,2.51,72,2.18,71,2.27,74,2.02,73,2.40,72,2.16,74,2.48
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.20,12,0.60,24,1.09
D,516,Collins,4.3,4.3,Wolves,13,0.50,19,0.64,27,1.19,24,0.61,21,0.81,24,0.54,26,1.12,25,0.50
G,517,Strakosha,4.3,4.3,Brentford,2,0.07,2,0.07,3,0.10,3,0.15,5,0.19,5,0.24,4,0.15,6,0.20
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,0.04,2,0.06,1,0.04,2,0.08,0,0.00,0,0.00,0,0.01,0,0.00
M,519,Eriksen,6.2,6.2,Man Utd,23,1.40,0,0.00,49,2.36,48,5.02,48,2.45,44,2.60,46,4.93,45,2.81
D,520,Koulibaly,5.5,5.5,Chelsea,60,1.93,0,0.00,59,2.65,62,1.40,62,2.60,59,3.11,58,2.71,58,2.14
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,523,Toffolo,4.3,4.3,Nott'm Forest,42,1.18,30,0.66,32,0.96,28,0.88,30,1.39,33,0.82,28,0.71,29,1.01
M,524,O'Brien,4.7,4.7,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,526,Mee,5.1,5.1,Brentford,86,3.17,84,3.37,82,2.12,81,4.08,80,1.70,81,3.46,80,2.09,80,1.84
M,527,Lingard,5.4,5.4,Nott'm Forest,4,0.27,6,0.35,10,0.52,15,0.76,14,0.80,15,0.71,17,0.83,17,0.89
F,528,Mara,5.3,5.3,Southampton,51,2.56,44,1.68,31,1.75,26,1.17,23,1.23,28,1.54,27,1.22,26,1.28
F,529,Scamacca,6.6,6.6,West Ham,0,0.00,7,0.43,19,0.96,28,2.51,37,1.80,40,1.89,38,2.18,39,2.03
D,530,Richards,4.4,4.4,Crystal Palace,2,0.07,8,0.32,12,0.42,19,0.78,21,0.58,23,1.03,24,0.86,23,1.13
D,531,Vinagre,4.3,4.3,Everton,2,0.09,2,0.09,4,0.15,6,0.22,5,0.14,5,0.15,5,0.21,6,0.27
D,532,Mbabu,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,533,Martínez,4.5,4.5,Man Utd,85,3.79,0,0.00,78,2.44,76,5.60,73,2.88,75,3.64,74,6.04,74,3.58
M,534,McNeil,5.1,5.1,Everton,83,3.81,81,3.08,77,2.83,75,3.01,76,2.60,75,2.52,77,2.86,75,3.36
M,535,Tavernier,4.7,4.7,Bournemouth,65,2.31,70,3.01,68,2.82,65,2.95,62,2.37,64,2.49,63,2.36,64,2.43
M,536,Mangala,4.9,4.9,Nott'm Forest,37,1.33,30,1.06,27,1.03,31,1.15,29,1.20,31,1.10,29,1.06,30,1.13
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,538,Young,4.3,4.3,Aston Villa,76,2.44,69,2.31,55,2.55,44,1.05,30,1.21,24,0.94,26,0.70,26,0.96
D,539,Hill,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,15,0.51,0,0.00,13,0.58,17,1.38,14,0.71,16,0.83,16,1.31,15,0.54
D,545,Emerson,4.0,4.0,West Ham,53,1.46,47,1.90,48,1.53,49,2.96,47,1.49,46,1.64,46,2.03,46,1.70
M,546,Harris,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.01,0,0.02,0,0.01,0,0.01,0,0.01,0,0.03
D,547,Drameh,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,548,Iversen,3.8,3.8,Leicester,84,3.00,84,3.52,82,3.05,82,3.46,80,3.07,81,2.91,77,2.75,79,3.24
M,549,Praet,4.8,4.8,Leicester,24,1.01,20,1.07,19,0.99,20,1.06,18,0.92,19,0.95,22,0.97,21,1.10
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.02,0,0.01,0,0.01,0,0.02,0,0.02,0,0.02
M,552,Anderson,4.3,4.3,Newcastle,18,0.77,18,0.81,15,0.66,16,0.79,16,0.69,14,1.15,14,0.69,14,0.58
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,555,Ashby,3.8,3.8,Newcastle,0,0.00,0,0.01,1,0.03,1,0.04,1,0.03,0,0.03,1,0.03,1,0.01
M,556,Coventry,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.8,3.8,Wolves,37,1.65,23,0.93,29,1.42,22,0.72,17,0.72,18,0.56,18,0.85,21,0.59
D,559,Colwill,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,560,Mills,4.3,4.3,Everton,1,0.09,3,0.14,1,0.07,1,0.08,1,0.06,2,0.09,1,0.08,1,0.06
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,55,2.24,54,2.56,54,2.16,54,3.93,53,2.53,48,2.08,49,2.20,50,1.79
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,564,Bajcetic,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,0,0.00,0,0.00
M,566,Hodge,4.3,4.3,Wolves,2,0.09,0,0.01,1,0.04,1,0.05,2,0.07,1,0.04,1,0.06,2,0.08
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,568,Campbell,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,569,Garnacho,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,3,0.20,10,0.61,19,2.25,20,1.31
M,570,Garner,4.5,4.5,Everton,56,2.31,51,1.85,23,0.88,25,1.00,23,0.82,24,0.83,25,0.94,25,1.11
G,571,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.02,0,0.01,0,0.01,0,0.01,1,0.03,0,0.02,0,0.02
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.9,3.9,Man City,22,1.23,0,0.00,23,1.01,25,2.70,24,1.36,26,1.44,27,2.48,25,1.27
G,574,Neto,4.5,4.5,Bournemouth,88,3.15,88,3.64,87,3.54,85,3.44,86,3.23,85,3.34,84,3.07,84,3.27
M,575,Cornet,5.9,5.9,West Ham,11,0.55,15,0.82,13,0.69,14,1.37,16,0.81,14,0.70,15,0.85,15,0.83
D,576,Senesi,4.4,4.4,Bournemouth,63,1.28,79,2.74,81,2.64,78,2.63,73,1.97,70,2.17,70,1.56,72,2.15
M,577,Onana,4.8,4.8,Everton,82,3.27,80,2.79,72,2.34,71,2.47,69,2.12,70,2.10,69,2.33,70,2.73
G,578,Robles,4.0,4.0,Leeds,2,0.06,1,0.05,3,0.12,2,0.09,3,0.12,5,0.17,3,0.12,4,0.16
M,579,Guedes,5.8,5.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,580,Damsgaard,5.0,5.0,Brentford,38,1.72,43,2.10,48,1.93,46,2.54,44,1.80,43,2.19,45,1.89,42,1.73
G,581,Smithies,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.01
M,582,Freuler,4.9,4.9,Nott'm Forest,61,1.88,56,1.60,58,1.78,59,1.79,53,1.92,54,1.57,51,1.52,51,1.63
M,583,Kouyaté,4.4,4.4,Nott'm Forest,38,1.31,41,1.33,39,1.36,37,1.30,41,1.58,39,1.29,38,1.27,40,1.40
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,585,Dennis,5.6,5.6,Nott'm Forest,50,2.13,43,1.71,41,1.81,40,1.75,40,2.14,40,1.58,38,1.57,39,1.73
D,586,Estupiñán,4.8,4.8,Brighton,84,3.04,0,0.00,78,4.02,76,7.00,74,4.17,77,4.26,76,6.76,76,3.04
D,587,Sergio Gómez,4.4,4.4,Man City,3,0.18,0,0.00,4,0.16,4,0.42,5,0.25,4,0.23,5,0.49,7,0.33
D,588,Kehrer,4.3,4.3,West Ham,39,0.96,36,1.33,34,0.99,33,1.85,33,0.97,33,1.08,35,1.41,34,1.15
M,589,Matheus,4.8,4.8,Wolves,56,2.18,59,2.42,59,2.58,59,2.08,58,2.44,58,1.99,55,2.35,59,1.91
G,590,Whitworth,4.0,4.0,Crystal Palace,1,0.04,1,0.05,1,0.06,1,0.05,0,0.00,0,0.00,0,0.01,0,0.02
F,591,Ablade,4.5,4.5,Fulham,2,0.12,4,0.29,4,0.25,5,0.60,6,0.44,1,0.10,1,0.09,2,0.10
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,78,2.91,0,0.00,71,2.28,70,4.81,67,2.32,68,2.58,68,4.81,67,2.66
F,594,Isak,6.7,6.7,Newcastle,67,3.63,67,3.96,64,3.55,62,4.49,62,3.44,62,7.12,61,4.61,64,3.21
D,595,Zanka,4.0,4.0,Brentford,15,0.51,11,0.37,10,0.25,11,0.42,13,0.29,13,0.48,12,0.31,10,0.24
F,596,Ferguson,4.6,4.6,Brighton,49,2.64,0,0.00,51,3.13,50,5.97,48,3.11,48,4.39,47,5.72,48,2.71
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
